1,animation
1,fantasy
1,Pixar
47,dark
47,disturbing
47,thriller
101,off-beat comedy
101,Wes Anderson
208,post-apocalyptic
208,sci-fi
208,survival
223,Dialogue Driven
223,view askew
253,based on a book
253,fantasy
253,vampires
353,comic book
353,Fantasy
353,romance
364,animation
364,Disney
364,musical
471,Coen Brothers
471,Comedy
471,Fantasy
480,action
480,based on a book
480,dinosaurs
480,family
480,pseudoscience
551,atmospheric
551,Christmas
551,Tim Burton
588,Action
588,animation
588,Disney
595,animation
595,Disney
595,fairy tale
741,anime
741,cyberpunk
741,sci-fi
919,based on a book
919,fantasy
919,musical
1032,animation
1032,based on a book
1032,surreal
1080,British
1080,Monty Python
1080,satire
1097,drama
1097,fantasy
1097,sci-fi
1148,animation
1148,british
1148,comedy
1197,based on a book
1197,comedy
1197,fantasy
1202,British
1202,cult film
1202,dark comedy
1259,based on a book
1259,coming of age
1259,friendship
1274,animation
1274,cyberpunk
1274,post-apocalyptic
1527,dystopia
1527,sci-fi
1527,surreal
1580,action
1580,comedy
1580,sci-fi
1721,CLASS DIFFERENCES
1721,drama
1721,romance
1732,crime
1732,Cult classic
1732,cult film
1732,dark comedy
1967,Adventure
1967,fantasy
1967,surreal
2138,animation
2138,atmospheric
2138,based on a book
2140,classic
2140,dark
2140,fantasy
2143,fairy tale
2143,fantasy
2143,romance
2174,comedy
2174,cult film
2174,Tim Burton
2193,fantasy
2291,dark comedy
2291,fantasy
2291,surreal
2313,atmospheric
2313,based on a book
2313,drama
2395,Bill Murray
2395,coming of age
2395,quirky
2628,action
2628,fantasy
2628,sci-fi
2683,parody
2683,spoof
2683,time travel
2706,comedy
2706,high school
2706,sexuality
2716,action
2716,Fantasy
2716,ghosts
2716,New York City
2762,Atmospheric
2762,ghosts
2762,psychological
2762,psychology
2762,twist ending
2918,1980s
2918,coming of age
2918,High School
2987,animation
2987,childhood classics
2987,fantasy
2987,live action/animation
3052,Comedy
3052,satire
3052,view askew
3081,Dark
3081,Fantasy
3081,Tim Burton
3114,animation
3114,Disney
3114,Pixar
3581,90s club culture
3581,British
3581,friendship
3671,Mel Brooks
3671,satire
3671,western
3793,action
3793,comic book
3793,superhero
3897,INNOCENCE LOST
3897,journalism
3897,music
4011,british
4011,comedy
4011,organized crime
4103,based on a book
4103,based on a true story
4103,Steven Spielberg
4226,nonlinear
4226,psychology
4226,twist ending
4446,alien invasion
4446,post-apocalyptic
4446,sci-fi
4571,comedy
4571,sci-fi
4571,time travel
4754,atmospheric
4754,cult film
4754,disturbing
4865,comic book
4865,gothic
4865,Thriller
4878,psychology
4878,sci-fi
4878,surreal
4979,dark comedy
4979,dysfunctional family
4979,Wes Anderson
4993,based on a book
4993,fantasy
4993,Oscar (Best Cinematography)
5072,animation
5072,anime
5349,Action
5349,comic book
5349,superhero
5378,action
5378,fantasy
5378,sci-fi
5679,disturbing
5679,fantasy
5679,remake
5952,based on a book
5952,fantasy
5952,multiple storylines
6242,atmospheric
6242,disturbing
6242,psychological
6283,anime
6283,humorous
6283,sci-fi
6328,asylum
6328,spring
6328,war
6377,animation
6377,friendship
6377,Pixar
6502,British
6502,post-apocalyptic
6502,zombies
6711,atmospheric
6711,friendship
6711,reflective
6820,werewolves
6882,Action
6882,time travel
6942,british
6942,christmas
6942,multiple storylines
6942,Nudity (Topless)
6942,Romance
7147,based on a book
7147,fantasy
7147,surreal
7153,fantasy
7153,multiple storylines
7153,Oscar (Best Picture)
8019,atmospheric
8607,anime
8607,father daughter relationship
8607,Japan
8607,Satoshi Kon
8784,friendship
8784,romance
8961,action
8961,Pixar
8961,superhero
9010,friendship
9010,romance
27660,animation
27660,anime
27660,cyberpunk
27660,sci-fi
27772,fantasy
27772,horror
27772,paranormal
30793,based on a book
30793,fantasy
30793,Tim Burton
30810,comedy
30810,dark
30810,Wes Anderson
31408,bittersweet
31408,coming of age
31408,Nudity (Topless)
31658,based on a book
31658,fantasy
31658,Studio Ghibli
32587,atmospheric
32587,multiple storylines
32587,surreal
34048,action
34048,based on a book
34048,sci-fi
34405,dystopia
34405,sci-fi
34405,social commentary
37729,animation
37729,dark
37729,Tim Burton
37830,based on video game
37830,Dynamic CGI Action
39183,based on a book
39183,romance
39183,sexuality
42002,Broadway
42002,mel brooks
42002,Remake
42213,uplifting
44191,comic book
44191,sci-fi
45728,Kevin Smith
45728,sequel
45728,view askew
46578,dark comedy
46578,road trip
46578,satire
48394,fantasy
48394,Oscar (Best Cinematography)
48394,psychology
48394,surreal
49422,Absurd
49422,French
49422,Michel Hazanavicius
51662,action
51662,atmospheric
51662,comic book
52435,based on a book
52435,Christmas
52435,narrated
52973,Judd Apatow
52973,pregnancy
53519,car chase
53519,Quentin Tarantino
53519,stylized
55269,dark comedy
55269,road trip
55269,Wes Anderson
55908,cult film
55908,psychological
55908,sci-fi
56367,comedy
56367,high school
56367,pregnancy
56757,dark
56757,dark comedy
56757,musical
56757,Tim Burton
57274,atmospheric
57274,horror
57274,zombies
58998,Apatow productions
58998,comedy
58998,romance
61024,comedy
61240,atmospheric
61240,based on a book
61240,coming of age
61240,serial killer
61240,vampires
63082,based on a book
63082,Oscar (Best Picture)
63082,romance
63131,comedy
63131,geeks
63131,Seann William Scott
63131,social commentary
63433,aliens
63433,made for TV
63433,space
64957,Based On Short Story
64957,drama
64957,romance
65261,anime
65261,friendship
65261,Studio Ghibli
66097,animation
66097,based on a book
66097,Surreal
67734,Romance
68073,British
68073,Music
68073,radio
68358,action
68358,sci-fi
68358,time travel
68952,funny
68952,horror
68952,supernatural
68954,friendship
68954,Pixar
68954,romance
69951,escapism
69951,fantasy
69951,surreal
71535,dark comedy
71535,post-apocalyptic
71535,zombies
72171,blaxploitation
72171,exploration
72171,parody
72226,animation
72226,based on a book
72226,Wes Anderson
74458,atmospheric
74458,psychological
74458,stylized
74754,Philip Haldiman
74754,terrible acting
74754,unintentional comedy
74789,based on a book
74789,fantasy
74789,Tim Burton
74916,Dark comedy
74916,Romance
76251,action
76251,high school
76251,superhero
78209,Comedy
78499,adventure
78499,animation
78499,friendship
78499,Pixar
78499,tense
78499,Tom Hanks
79132,alternate reality
79132,fantasy
79132,sci-fi
79702,fantasy
79702,fight scenes
79702,stylized
80846,supernatural
82459,remake
82459,Western
86487,mini series
87234,Coming Of Age
95309,apocalyptic
1213,biography
1270,comedy
1270,quirky
318,atmospheric
318,inspirational
318,prison
318,Stephen King
318,twist ending
4973,beautifully filmed
4973,notable soundtrack
4973,Paris
6502,horror
6502,post-apocalyptic
6502,Zombie
8874,Funniest Movies
8874,parody
8874,Simon Pegg
8874,zombie
56145,apocalypse
56145,predictable
56145,Survival
56171,anti-religion
56171,fantasy world
56171,Nicole Kidman
60753,wrongful imprisonment
62733,zombies
74685,contamination
74685,virus
74685,zombies
74750,Unsteady-cam
74750,zombies
79132,alternate reality
79132,complicated
79132,mindfuck
79132,visually appealing
80398,Jean Reno
80398,left for dead
80398,revenge
80398,shooting
80398,twist
1217,Kurosawa
1217,samurai
1635,Ang Lee
3996,Ang Lee
40583,Political
290,maori
290,violent
2858,thought-provoking
107,treasure
380,arnold
441,cheerleading
485,arnold
589,arnold
592,dark hero
866,neo-noir
898,screwball comedy
905,screwball comedy
910,screwball comedy
913,noir thriller
1078,marx brothers
1097,stranded
1240,arnold
1245,neo-noir
1248,noir thriller
1253,mars
1291,spielberg
1291,treasure
1387,spielberg
1391,mars
1617,neo-noir
1895,cheerleading
2022,christian
2022,jesus
2028,spielberg
2076,neo-noir
2115,spielberg
2115,treasure
2193,dragon
2405,treasure
2571,dark hero
2617,treasure
2662,mars
2718,cheerleading
2726,noir thriller
2916,arnold
2968,terry gilliam
3300,stranded
4878,short-term memory loss
5135,bollywood
5445,spielberg
6377,short-term memory loss
7318,jesus
7386,christian
8366,christian
8622,conspiracy theory
8949,madsen
8949,wine
33162,christian
51884,bollywood
2028,top 10 war film all time
7299,interesting cultural conflict via French viewpoint
7438,well made stupid schlock
25891,wonderful light touch
3498,based on true story
4390,real sex
6868,based on true story
7951,Clive Barker
26309,based on true story
50442,based on true story
296,too violent
597,girlie movie
2245,want to see
2671,girlie movie
3259,girlie movie
4246,girlie movie
4995,book
110,classic
5292,Notable Nudity
5952,best of the series so far
32,dystopia
32,future
32,post-apocalyptic
32,psychology
32,sci-fi
32,time travel
32,twist ending
442,dystopia
442,Wesley Snipes
1077,dystopia
1077,futuristic
1077,time travel
1265,alternate reality
1265,alternate universe
1265,time loop
1265,time travel
1270,alternate reality
1270,future
1270,time travel
1289,Philip Glass
1289,phillip glass score
1371,sci-fi
1371,Star Trek
1653,dystopic future
2528,futuristic
2528,post-apocalyptic
2571,alternate reality
2571,artificial intelligence
2571,cyberpunk
2571,dystopia
2571,fight scenes
2571,martial arts
2571,philosophy
2571,post apocalyptic
2571,virtual reality
4571,time travel
4873,cerebral
4873,dreams
4873,existentialism
4873,thought-provoking
4878,sci-fi
4878,time travel
5502,Alien Invasion
7254,time travel
7817,cerebral
7817,esoteric plotlines
8914,Complicated
8914,complicated plot
8914,intellectual
8914,sci-fi
8914,time travel
36363,sci-fi
44191,dystopia
44191,sci-fi
44191,thought-provoking
48774,dystopia
48774,end of the world
48774,sci-fi
55908,entirely dialogue
55908,intellectual
55908,one set
55908,philosophical
55908,sci-fi
55908,thought-provoking
60069,dystopia
60069,Post apocalyptic
60069,post-apocalyptic
60069,romance
50,great ending
50,mindfuck
2959,action
2959,psychology
2959,schizophrenia
2959,social commentary
2959,surreal
4011,british
4011,Crime
4011,Great dialogue
4011,Guy Ritchie
4011,gypsy accent
4848,David Lynch
4848,dreamlike
4848,mindfuck
4878,mindfuck
4878,mystery
4878,psychology
6774,David Cronenberg
61240,swedish
61240,vampires
4612,comedy
4612,cynicism
4612,intellectual
4612,subtitles
5,childhood classics
5,it thought it was funny but it wasn't
5,watched under duress
5,worst movies ever
344,comedy
344,crude
344,gross-out
344,jim carrey
344,Jim Carrey being Jim Carrey
344,sex jokes
367,Cameron Diaz
367,Crude
367,Jim Carrey being Jim Carrey
367,sex jokes
370,I'm embarassed to find this funny
370,parody
370,seen under duress
370,seen with my parents
455,animal
455,animal movie
455,unnecessarily sad
551,animated
551,innovative
585,Based on a TV Show
585,Comedy
585,misogyny
586,childhood classics
588,Disney
594,animated
594,childhood classics
594,original medium was better
628,Best Movies Ever
628,courtroom drama
628,Deep
628,Ed Norton
628,laura linney
628,politics
628,psychology
628,thought-provoking
708,chick flick
708,childhood classics
750,Deep
750,politics
750,required in high school in 1997
899,enjoyable
899,light
899,required in high school in 1997
1032,Based on a book
1032,Disney
1032,Disney animated feature
1032,dreamlike
1032,Fairy tale
1032,Lewis Carroll
1032,Surreal
1032,Visuals
1035,classic
1080,over-rated
1080,worn-out
1199,Complex
1199,deep
1199,thought-provoking
1203,courtroom drama
1203,politics
1203,thoought-provoking
1207,book was better
1207,politics
1207,required in high school in 1997
1208,book was better
1208,boring
1208,over-rated
1247,over-rated
1259,high school requirement in 1997
1267,Conspiracy
1267,Political
1267,Psychological
1288,cultural classic
1288,mockumentary
1302,childhood classics
1302,expected more
1302,thinks it's profound but it isn't
1302,watched under duress
1377,brain candy
1377,childhood classics
1377,light
1380,childhood classic
1380,sexist
1381,misogyny
1381,sequel
1500,assassin
1500,funny
1500,light
1500,rewatchable
1569,flick
1625,Action
1625,Mystery
1625,psychological
1625,twist ending
1641,actually funny
1722,James Bond
1748,Deep
1748,hot women
1748,innovative
1748,Jennifer Connelly
1748,rewatchable
1748,speculative fiction
1748,thought-provoking
1777,chick flick
1801,Based on a book
1801,Dumas
1921,Cerebral
1921,Engimatic
1921,Existenti
1921,Gory
1921,Mathematics
1921,Psychology
1921,Stylized
1967,Fantasy
1967,Jennifer Connelly
1967,Jim Henson
1967,Muppets
1967,Nostalgia
2006,Catherine Zeta-Jones
2006,hot women
2006,remake
2105,cultural classic
2105,required in high school in 1997
2161,childhood classic first seen in adulthood
2161,over-rated
2167,flick
2167,over-rated
2294,animated
2294,dreamworks
2321,coming of age
2321,political
2321,preachy
2321,Satire
2321,stylized
2321,thoughtful
2329,Best Movies Ever
2329,Deep
2329,Ed Norton
2329,politics
2329,thought-provoking
2424,flick
2424,worn-out
2572,actually funny
2572,better than expected
2572,enjoyable
2572,Julia Stiles
2657,GLTBQ
2657,it thought it was funny but it wasn't
2657,over-rated
2671,chick flick
2692,fun
2692,thought-provoking
2724,flick
2724,it thought it was funny but it wasn't
2746,Dark Comedy
2746,Musical
2746,Nostalgia
2762,cultural classic
2762,enigmatic
2762,M. Night Shyamalan
2762,psychology
2762,twist ending
2762,unique
2918,coming of age
2918,nostalgia
2918,romp
2959,brad pitt
2959,dark comedy
2959,edward norton
2959,mental illness
2959,philosophy
2959,satirical
2959,twist ending
2959,violence
2987,childhood classics
2987,scary
3108,actually funny
3108,deep
3108,more than expected
3108,Robin Williams
3108,thought-provoking
3175,it should have sucked but didn't
3175,parody
3271,book was better (but neither was good)
3271,over-rated
3271,required in high school in 1997
3396,actually funny
3396,childhood classic first seen in adulthood
3396,enjoyable
3396,light
3397,childhood classic first seen in adulthood
3397,light
3448,required in high school in 1997
3448,Robin Williams
3545,better then original medium
3545,GLTBQ
3545,politics
3545,rewatchable
4148,too scared to see it
4226,Christopher Nolan
4226,cult film
4226,dark
4226,memory
4226,nonlinear
4226,psychology
4226,stylized
4226,thoughtful
4226,twist ending
4226,unique
4246,chick flick
4246,fairly bad
4246,instills poor moral values
4246,Renee Zwelleger
4246,sexist
4270,not actually scary
4270,unintentionally funny
4308,flick
4361,childhood classics
4361,GLTBQ
4370,boring
4370,drags
4447,actually funny
4447,better than expected
4447,flick
4641,cultural classic
4641,over-rated
4641,thinks it's profound but it isn't
4720,Nicole Kidman
4720,scary
4816,it thought it was funny but it wasn't
4816,over-rated
4857,childhood classics
4857,original medium was better
4878,Best Movies Ever
4878,funny
4878,thought-provoking
4886,animation
4886,enjoyable
4886,fun
4886,innovative
4886,Pixar
5013,I don't think I got it; willing to try again
5016,based on a book
5016,kevin spacey
5266,flick
5388,compelling
5388,expected more
5388,thought-provoking
5459,crappy sequel
5459,it thought it was funny but it wasn't
5481,comedy
5481,crude
5481,mike myers
5481,Seth green
5481,sex jokes
5481,Spoof
5528,I'm too scared to see this
5618,animated
5618,fun
5618,light
5630,too scared to see it
5952,book was better (but neither was good)
5989,better than expected but still overrated
5989,light
5992,based on a book
5992,Intellectual
5992,Meryl Streep
5992,Nicole Kidman
5992,nonlinear
5992,queer
6350,animated
6350,fun
6541,cultural classic
6541,disappointing
6541,original medium was better
6947,boring
6947,over-rated
7090,atmospheric
7090,beautiful
7090,martial arts
7090,subtitles
7090,visually appealing
7254,scary
7254,terrifying
8360,comedy
8360,crude
8360,Dreamworks
8360,Eddie Murphy
8360,funny
8360,satire
8360,talking animals
8376,it thought it was funny but it wasn't
8376,over-rated
8376,Tina Majorino
8529,Catherine Zeta-Jones
8529,flick
8644,book was better
8970,Best Movies Ever
8984,expected more
8984,original good;sequel sucked
31658,animation
31658,diana wynne jones
31658,had no relation to original medium
31658,the book was better
33004,book was better
33004,enjoyable
33004,light
34048,book was better
34048,movie bore no resemblance to book
34405,Hot women
34405,Joss Whedon
34405,original medium was better (but both were good)
34405,speculative fiction
41997,innovative
41997,politics
41997,thought-provoking
44195,politics
44195,rob lowe
45447,flick
45517,actually funny
45517,fun
45517,innovative
45517,instills good moral values
45517,Pixar
46972,Good children movie
46972,Museum
46972,Not funny
46972,Slapstick
46976,actually funny
46976,best movies of all times
53000,I'm too scared to see this
55276,Corporate espionage
55276,George Clooney
55276,Slow pacing
58559,Atmospheric
58559,Dark
58559,Heath Ledger
58559,Vigilante
58803,based on a book
58803,based on a true story
58803,con artists
58803,Kevin Spacey
58803,loosely based on a true story
58803,mathematics
60069,dystopia
60069,environmental
60069,original
60069,pixar
60069,Preachy
63062,period piece
63062,police corruption
63062,political
66097,3-d
66097,based on a book
66097,Neil gaiman
66097,stop motion
67408,computer animation
67408,Contrived plot
67408,Crude
67408,Cute
67408,Dreamworks
67408,Predictable
68099,astronomy
68099,boring
68099,slow-paced
68099,space
68099,touching
68954,devastating
68954,heartbreaking
68954,Pixar
70286,intelligent sci-fi
70286,mockumentry
70286,slow paced
70286,social commentary
70286,thoughtful
70286,unique
70286,violence
71057,dark fantasy
71057,devastating
71057,Interesting animation style
71057,Poorly paced
71057,Predictable
71057,Visually appealing
73017,Action
73017,Atmospheric
73017,Based on a book
73017,Historic fiction
73017,Mystery
73017,Sherlock Holmes
1236,Adrienne Shelly
858,Al Pacino
43921,runaway
43921,thrilling
86835,Dimensionalized 2-D to 3-D
32,complicated
32,dystopia
32,genetics
32,Post apocalyptic
32,post-apocalyptic
32,psychology
32,twist ending
32,violence
34,Animal
34,Animal movie
34,animals
34,barnyard animals
34,children
34,fantasy
34,farm
34,pigs
34,rats
34,sheep
34,talking animals
47,crime
47,disturbing
47,drama
47,greed
47,horror
47,investigation
47,police
47,powerful ending
47,psychology
47,serial killer
47,thriller
47,twist ending
47,twists & turns
47,violent
50,complicated
50,conspiracy
50,Crime
50,Dark
50,heist
50,mindfuck
50,organized crime
50,suspense
50,thriller
50,tricky
50,twist ending
110,drama
110,Nudity (Topless)
110,revenge
110,sword fight
110,violent
110,war
133,drama
133,spanish
150,catastrophe
150,disaster
150,drama
150,suspense
150,tense
153,bank robbery
153,crime
153,rubber nipples
153,vigilante
165,bmf
165,crime
165,heist
165,more explosions
165,terrorism
165,thriller
165,violent
231,Gross-out
231,irreverent
231,raunchy
231,stupid
260,war
296,assassin
296,black comedy
296,cult film
296,dark comedy
296,drugs
296,gangsters
296,mafia
296,organized crime
296,Quentin Tarantino
296,violence
316,tense
316,violence
318,crime
318,drama
318,justice
318,prison
318,prison escape
318,reflective
318,revenge
318,Stephen King
318,thought-provoking
318,twist ending
344,Gross-out
349,cia
349,clancy
349,confrontational
349,jack ryan
349,tense
349,thiller
356,bittersweet
356,drama
356,psychology
356,Vietnam
356,vietnam war
356,war
367,animal:dog
367,annoying sexist stereotype mars story
367,cartoonish
367,comedy
367,crime
367,mafia
377,AFI 100 (Thrills)
377,bomb
377,explosions
377,rousing
377,speed
377,tense
377,Thriller
377,visceral
380,70mm
380,espionage
380,spies
380,terrorism
380,thriller
457,AFI 100 (Thrills)
457,crime
457,menacing
457,murder
457,ominous
457,paranoid
457,police investigation
457,tense
457,thriller
457,violence
480,drama
480,genetics
480,horror
480,Suspense
500,children
500,Comedy
500,creepy stalker
500,cross dressing
500,cross dressing men
500,divorce
500,double life
500,Drama
500,impostor
500,men in drag
500,Moving
500,transvestism
527,depressing
527,disturbing
527,drama
527,Holocaust
527,Nazis
527,war
527,World War II
588,animation
588,children
588,fairy tale
588,funny
588,kids
588,kids and family
588,musical
589,apocalypse
589,assassin
589,dystopia
589,nuclear war
589,violence
590,boring
590,drama
590,suicide attempt
590,war
590,western
592,crime
592,dark
592,revenge
592,thriller
592,vigilante
593,cannibalism
593,crime
593,disturbing
593,drama
593,gothic
